unitid,"xf2a01",f2a01,"xf2a02",f2a02,"xf2a03",f2a03,"xf2a04",f2a04,"xf2a05",f2a05,"xf2a06",f2a06,"xf2a11",f2a11,"xf2a12",f2a12,"xf2a13",f2a13,"xf2a14",f2a14,"xf2b01",f2b01,"xf2b02",f2b02,"xf2b03",f2b03,"xf2b04",f2b04,"xf2b05",f2b05,"xf2b06",f2b06,"xf2b07",f2b07,"xf2c01",f2c01,"xf2c02",f2c02,"xf2c03",f2c03,"xf2c04",f2c04,"xf2c05",f2c05,"xf2c06",f2c06,"xf2c07",f2c07,"xf2c08",f2c08,"xf2c09",f2c09,"xf2d01",f2d01,"xf2d02",f2d02,"xf2d03",f2d03,"xf2d04",f2d04,"xf2d05",f2d05,"xf2d06",f2d06,"xf2d07",f2d07,"xf2d08",f2d08,"xf2d09",f2d09,"xf2d10",f2d10,"xf2d11",f2d11,"xf2d12",f2d12,"xf2d13",f2d13,"xf2d14",f2d14,"xf2d15",f2d15,"xf2d16",f2d16,"xf2e011",f2e011,"xf2e012",f2e012,"xf2e013",f2e013,"xf2e014",f2e014,"xf2e015",f2e015,"xf2e016",f2e016,"xf2e017",f2e017,"xf2e021",f2e021,"xf2e022",f2e022,"xf2e023",f2e023,"xf2e024",f2e024,"xf2e025",f2e025,"xf2e026",f2e026,"xf2e027",f2e027,"xf2e031",f2e031,"xf2e032",f2e032,"xf2e033",f2e033,"xf2e034",f2e034,"xf2e035",f2e035,"xf2e036",f2e036,"xf2e037",f2e037,"xf2e041",f2e041,"xf2e042",f2e042,"xf2e043",f2e043,"xf2e044",f2e044,"xf2e045",f2e045,"xf2e046",f2e046,"xf2e047",f2e047,"xf2e051",f2e051,"xf2e052",f2e052,"xf2e053",f2e053,"xf2e054",f2e054,"xf2e055",f2e055,"xf2e056",f2e056,"xf2e057",f2e057,"xf2e061",f2e061,"xf2e062",f2e062,"xf2e063",f2e063,"xf2e064",f2e064,"xf2e065",f2e065,"xf2e066",f2e066,"xf2e067",f2e067,"xf2e071",f2e071,"xf2e072",f2e072,"xf2e073",f2e073,"xf2e074",f2e074,"xf2e075",f2e075,"xf2e076",f2e076,"xf2e077",f2e077,"xf2e081",f2e081,"xf2e082",f2e082,"xf2e083",f2e083,"xf2e084",f2e084,"xf2e085",f2e085,"xf2e086",f2e086,"xf2e087",f2e087,"xf2e091",f2e091,"xf2e092",f2e092,"xf2e093",f2e093,"xf2e094",f2e094,"xf2e095",f2e095,"xf2e096",f2e096,"xf2e097",f2e097,"xf2e101",f2e101,"xf2e102",f2e102,"xf2e103",f2e103,"xf2e104",f2e104,"xf2e105",f2e105,"xf2e106",f2e106,"xf2e107",f2e107,"xf2e111",f2e111,"xf2e112",f2e112,"xf2e113",f2e113,"xf2e114",f2e114,"xf2e115",f2e115,"xf2e116",f2e116,"xf2e117",f2e117,"xf2e121",f2e121,"xf2e122",f2e122,"xf2e123",f2e123,"xf2e124",f2e124,"xf2e125",f2e125,"xf2e126",f2e126,"xf2e127",f2e127,"xf2e131",f2e131,"xf2e132",f2e132,"xf2e133",f2e133,"xf2e134",f2e134,"xf2e135",f2e135,"xf2e136",f2e136,"xf2e137",f2e137,"xf2h01",f2h01,"xf2h02",f2h02,f2fha
239071,"R",211337,"R",12773001,"R",4814364,"R",6704932,"R",1253705,"R",7958637,"R",422122,"R",8556807,"R",1929107,"R",0,"R",9453696,"R",9277374,"R",-17079,"R",159243,"R",7799394,"R",0,"R",7958637,"R",812526,"R",53341,"R",262960,"R",0,"R",0,"R",176140,"R",1304967,"R",1304967,"R",0,"R",5754444,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",449547,"R",0,"R",61523,"R",372363,"R",2815819,"R",0,"R",0,"R",0,"R",9453696,"R",2215963,"R",1548762,"R",585473,"R",0,"R",0,"R",0,"R",81728,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",578457,"R",354445,"R",56252,"R",0,"R",0,"R",0,"R",167760,"R",1300998,"R",660797,"R",328845,"R",0,"R",0,"R",0,"R",311356,"R",3486065,"R",1162286,"R",425902,"R",0,"R",523233,"R",316695,"R",1057949,"R",1488917,"R",197070,"R",54972,"R",0,"R",0,"R",0,"R",1236875,"R",206974,"R",0,"R",0,"R",0,"R",0,"R",0,"R",206974,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9277374,"R",3923360,"R",1451444,"Z",0,"R",523233,"R",316695,"R",3062642,"R",63559,"R",111674,1
239080,"R",25187338,"R",42706274,"R",17768157,"R",15692129,"R",9245988,"R",24938117,"R",1271942,"R",24836865,"R",10109721,"R",0,"R",22741797,"R",22482395,"R",0,"R",259402,"R",24678715,"R",0,"R",24938117,"R",1295170,"R",86494,"R",1524326,"R",0,"R",180122,"R",5138469,"R",8224581,"R",5641469,"R",86775,"R",16537868,"R",0,"R",0,"R",0,"R",312485,"R",0,"R",0,"R",2536780,"R",58390,"R",322060,"R",0,"R",2717834,"R",0,"R",0,"R",256380,"R",22741797,"R",8066640,"R",5237127,"R",1261839,"R",454447,"R",144221,"R",0,"R",969006,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2379054,"R",1138765,"R",274375,"R",138859,"R",116808,"R",0,"R",710247,"R",3422045,"R",1503835,"R",362336,"R",201976,"R",63382,"Z",0,"R",1290516,"R",5542255,"R",2180204,"R",525301,"R",290341,"R",258687,"R",25075,"R",2262647,"R",3072401,"R",73058,"R",17603,"R",176729,"R",661454,"R",150574,"R",1992983,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",-1262352,"R",0,"Z",0,"R",1262352,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",22482395,"R",10132989,"R",2441454,"Z",0,"R",1244552,"R",175649,"R",8487751,"R",6389654,"R",6499518,1
239105,"R",260653000,"R",741434000,"R",287836000,"R",184625000,"R",268973000,"R",453598000,"R",18476000,"R",285818000,"R",154674000,"R",0,"R",235051000,"R",224075000,"R",56000,"R",11032000,"R",446563000,"R",-3997000,"R",453598000,"R",2792000,"R",2847000,"R",3352000,"R",0,"R",7137000,"R",44870000,"R",60998000,"R",54869000,"R",0,"R",128752000,"R",0,"R",0,"R",0,"R",17559000,"R",4016000,"R",0,"R",32117000,"R",0,"R",7140000,"R",4370000,"R",33315000,"R",0,"R",0,"R",7782000,"R",235051000,"R",65844000,"R",43539000,"R",11662000,"R",6294000,"R",0,"R",424000,"R",3925000,"R",20854000,"R",8686000,"R",1546000,"R",26000,"R",363000,"Z",0,"R",10233000,"R",787000,"R",242000,"R",70000,"R",116000,"Z",0,"R",1000,"R",358000,"R",44065000,"R",21078000,"R",5375000,"R",11034000,"Z",0,"R",212000,"R",6366000,"R",16394000,"R",7298000,"R",1942000,"R",2871000,"Z",0,"R",186000,"R",4097000,"R",38930000,"R",18263000,"R",5456000,"R",4425000,"Z",0,"R",1225000,"R",9561000,"R",37201000,"R",7906000,"R",1726000,"R",5698000,"Z",0,"R",3373000,"R",18498000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",4273000,"R",1224000,"R",-30464000,"R",18908000,"R",141000,"R",5918000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",224075000,"R",111285000,"R",29001000,"Z",0,"R",19271000,"R",5562000,"R",58956000,"R",206750000,"R",203428000,1
239169,"R",274707000,"R",564723000,"R",191272000,"R",320463000,"R",52988000,"R",373451000,"R",2212000,"R",142554000,"R",115589000,"R",0,"R",484368000,"R",459370000,"R",-808000,"R",24190000,"R",349261000,"R",0,"R",373451000,"R",0,"R",0,"R",4084968,"R",0,"R",449385,"R",2373229,"R",6907582,"R",6907582,"R",0,"R",23965000,"R",0,"R",3372000,"R",0,"R",87990000,"R",837000,"R",219000,"R",30805000,"R",0,"R",10443000,"R",1234000,"R",0,"R",308647000,"R",0,"R",16856000,"R",484368000,"R",132759000,"R",78048000,"R",18660000,"R",6079000,"R",3708000,"R",1054000,"R",25210000,"R",86581000,"R",50900000,"R",12170000,"R",3965000,"R",2418000,"R",687000,"R",16441000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4847000,"R",2850000,"R",681000,"R",222000,"R",135000,"R",38000,"R",921000,"R",5014000,"R",2947000,"R",705000,"R",230000,"R",140000,"R",40000,"R",952000,"R",19621000,"R",11535000,"R",2758000,"R",899000,"R",548000,"R",156000,"R",3725000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",210548000,"R",123779000,"R",29594000,"R",9642000,"R",5880000,"R",1671000,"R",39982000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",-21037000,"R",0,"R",0,"R",21037000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",459370000,"R",270059000,"R",64568000,"Z",0,"R",12829000,"R",3646000,"R",108268000,"R",54626917,"R",55963427,1
239187,"R",100,"R",100,"R",0,"R",100,"R",0,"R",100,"R",100,"R",100,"R",100,"R",0,"R",69000,"R",111000,"R",42100,"R",100,"R",100,"R",-100,"R",100,"R",4000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4000,"R",0,"R",0,"R",65000,"R",0,"R",0,"R",0,"R",3000,"R",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",1000,"R",69000,"R",105000,"R",105000,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",3000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3000,"R",2000,"R",1500,"Z",0,"Z",0,"Z",0,"Z",0,"R",500,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",1000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1000,"R",111000,"R",106500,"Z",0,"Z",0,"Z",0,"Z",0,"R",4500,"A",,"A",,2
239309,"R",1425344,"R",26896169,"R",17897942,"R",5362979,"R",3635248,"R",8998227,"R",3000672,"R",19563479,"R",6668047,"R",0,"R",12999483,"R",13591195,"R",0,"R",-591712,"R",9589939,"R",0,"R",8998227,"R",494287,"R",231760,"R",575641,"R",0,"R",553815,"R",2357668,"R",4213171,"R",2911483,"R",0,"R",9677646,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2155226,"R",0,"R",-107112,"R",151006,"R",962528,"R",0,"R",0,"R",160189,"R",12999483,"R",5506811,"R",3744878,"R",730655,"R",222387,"Z",0,"Z",0,"R",808891,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",1316982,"R",797705,"R",164706,"R",26840,"R",112649,"Z",0,"R",215082,"R",1271808,"R",679675,"R",150959,"R",6881,"Z",0,"Z",0,"R",434293,"R",1635579,"R",775837,"R",218889,"R",15299,"Z",0,"R",110739,"R",514815,"R",583733,"R",95788,"R",17517,"R",16529,"R",75099,"Z",0,"R",378800,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",3276282,"R",439991,"R",95170,"R",-287936,"R",855094,"R",790052,"R",1383911,"R",13591195,"R",6533874,"R",1377896,"Z",0,"R",1042842,"R",900791,"R",3735792,"R",2023366,"R",2399013,1
239318,"R",41939960,"R",121965536,"R",33856689,"R",40509390,"R",47599457,"R",88108847,"R",6968973,"R",36799801,"R",25122558,"R",0,"R",72536342,"R",66374993,"R",0,"R",6161349,"R",81947498,"R",0,"R",88108847,"R",996509,"R",320370,"R",1193549,"R",0,"R",13509243,"R",1143285,"R",17162956,"R",17162955,"R",0,"R",28397102,"R",0,"R",0,"R",0,"R",2712332,"R",20034626,"R",0,"R",9451388,"R",0,"R",2533042,"R",0,"R",6936410,"R",0,"R",2471442,"R",0,"R",72536342,"R",20688602,"R",11368671,"R",2809091,"R",1534219,"R",1169007,"R",0,"R",3807614,"R",2592079,"R",1126447,"R",278334,"R",192223,"R",146465,"R",0,"R",848610,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1987560,"R",878381,"R",217040,"R",147393,"R",112307,"R",0,"R",632439,"R",7361517,"R",2627840,"R",649314,"R",545913,"R",415962,"R",0,"R",3122488,"R",7666337,"R",2376277,"R",587156,"R",568518,"R",433185,"R",935554,"R",2765647,"R",6234812,"R",1057412,"R",261277,"R",462359,"R",352297,"R",0,"R",4101467,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",1264397,"R",312421,"R",-3450625,"R",0,"R",0,"R",1873807,"R",19844086,"R",0,"R",0,"R",0,"R",0,"R",0,"R",19844086,"R",66374993,"R",20699425,"R",5114633,"Z",0,"R",2629223,"R",935554,"R",36996158,"R",30147725,"R",28543444,1
239390,"R",10416282,"R",34091220,"R",10808482,"R",7666664,"R",15616074,"R",23282738,"R",516846,"R",10460487,"R",6598033,"Z",0,"R",14520765,"R",15216742,"R",0,"R",-695977,"R",23978715,"R",0,"R",23282738,"R",887138,"R",186675,"R",837376,"Z",0,"R",11777,"R",1997584,"R",3920550,"R",2009361,"Z",0,"R",9450131,"Z",0,"Z",0,"Z",0,"R",451680,"Z",0,"Z",0,"R",3176140,"Z",0,"R",85829,"Z",0,"R",1356985,"Z",0,"Z",0,"R",0,"R",14520765,"R",6822930,"R",4700976,"R",757012,"R",797070,"R",275182,"Z",0,"R",292690,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",44371,"R",27023,"R",6713,"R",5178,"R",1787,"Z",0,"R",3670,"R",1345013,"R",729405,"R",242977,"R",157155,"R",54228,"Z",0,"R",161248,"R",1932715,"R",950924,"R",251631,"R",198364,"R",68524,"Z",0,"R",463272,"R",3881105,"R",1575376,"R",368878,"R",453427,"R",156505,"R",99704,"R",1227215,"R",1190608,"R",124109,"R",25059,"R",139070,"R",48039,"Z",0,"R",854331,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"R",624367,"R",114075,"R",-1750264,"Z",0,"Z",0,"R",1011822,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15216742,"R",8732180,"R",1766345,"Z",0,"R",604265,"R",99704,"R",4014248,"R",11817490,"R",9849502,1
239424,"R",5019469,"R",8641023,"R",759312,"R",-840271,"R",8721982,"R",7881711,"R",746112,"R",6568594,"R",2330749,"Z",0,"R",2302499,"R",3257668,"R",0,"R",-955169,"R",8836880,"R",0,"R",7881711,"R",0,"Z",0,"Z",0,"Z",0,"R",317493,"Z",0,"R",317493,"R",314317,"Z",0,"R",159120,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",1283460,"Z",0,"R",24506,"Z",0,"R",588177,"Z",0,"Z",0,"R",247236,"R",2302499,"R",951369,"R",326444,"R",338648,"R",160054,"R",21412,"R",0,"R",104811,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",279033,"R",71230,"R",53390,"R",46943,"R",62126,"Z",0,"R",45344,"R",94918,"R",36373,"R",21343,"R",15969,"R",8973,"Z",0,"R",12260,"R",1056175,"R",273441,"R",169416,"R",177182,"R",43555,"Z",0,"R",392581,"R",558680,"R",59789,"R",23662,"R",93990,"R",106091,"Z",0,"R",275148,"R",317493,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",317493,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",-494138,"Z",0,"Z",0,"R",494138,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3257668,"R",767277,"R",606459,"Z",0,"R",242157,"R",0,"R",1641775,"R",7187196,"R",6825057,1
239512,"R",14838278,"R",61773053,"R",14407794,"R",24968261,"R",22396998,"R",47365259,"R",3619504,"R",39790058,"R",6162688,"R",0,"R",15212499,"R",17560646,"R",0,"R",-2348147,"R",49713406,"R",0,"R",47365259,"R",686804,"R",572469,"R",431244,"R",0,"R",305565,"R",4256866,"R",6252948,"R",4562431,"R",0,"R",7587551,"R",0,"R",0,"R",0,"R",789497,"R",51459,"R",0,"R",3516752,"R",0,"R",457226,"R",0,"R",2654553,"R",0,"R",0,"R",155461,"R",15212499,"R",5022471,"R",2759008,"R",534253,"R",313408,"R",461203,"R",73628,"R",880971,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",839050,"R",439885,"R",77521,"R",46120,"R",67868,"R",0,"R",207656,"R",2676467,"R",1357082,"R",231914,"R",90393,"R",133019,"R",5744,"R",858315,"R",5214970,"R",2145233,"R",412163,"R",117520,"R",172939,"R",315516,"R",2051599,"R",3807688,"R",348822,"R",44209,"R",473649,"R",697010,"R",438376,"R",1805622,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",222976,"R",33396,"R",-1041090,"R",0,"R",0,"R",784718,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17560646,"R",7273006,"R",1333456,"Z",0,"R",1532039,"R",833264,"R",6588881,"R",11656582,"R",13213399,1
239628,"R",34585635,"R",78549783,"R",15221229,"R",11871006,"R",51457548,"R",63328554,"R",2055477,"R",32410302,"R",3881354,"R",0,"R",26156246,"R",18771387,"R",410196,"R",7795055,"R",55533499,"R",0,"R",63328554,"R",585536,"R",313733,"R",1025769,"R",0,"R",1317063,"R",8647250,"R",11889351,"R",9964313,"R",0,"R",7943529,"R",0,"R",0,"R",0,"R",674920,"R",0,"R",0,"R",11032226,"R",0,"R",1879327,"R",0,"R",4184350,"R",0,"R",0,"R",441894,"R",26156246,"R",7710305,"R",3845393,"R",956703,"R",844658,"R",269240,"R",0,"R",1794311,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",436502,"R",61082,"R",4434,"R",281553,"R",0,"R",0,"R",89433,"R",739530,"R",245446,"R",40439,"R",140776,"R",75398,"R",0,"R",237471,"R",2032038,"R",929054,"R",195365,"R",309708,"R",279,"R",0,"R",597632,"R",3902557,"R",1197414,"R",580095,"R",168931,"R",227171,"R",192470,"R",1536476,"R",3950455,"R",270517,"R",66499,"R",1069900,"R",248131,"R",54508,"R",2240900,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",320313,"R",169752,"R",-2815526,"R",0,"R",2307,"R",2323154,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",18771387,"R",6869219,"R",2013287,"Z",0,"R",820219,"R",249285,"R",8819377,"R",31170084,"R",33928374,1
239637,"R",6432920,"R",9043453,"R",823320,"R",3649714,"R",4570419,"R",8220133,"R",0,"R",0,"R",1581164,"R",0,"R",5333010,"R",5733931,"R",0,"R",-400921,"R",8621054,"R",0,"R",8220133,"R",0,"R",0,"R",0,"R",0,"R",13540,"Z",0,"R",13540,"R",0,"R",0,"R",733902,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3541254,"R",0,"R",399124,"R",0,"R",658730,"R",0,"R",0,"R",0,"R",5333010,"R",2764255,"R",1426027,"R",221503,"R",926832,"R",60386,"Z",0,"R",129507,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",377937,"R",160575,"R",36862,"R",124095,"R",8085,"Z",0,"R",48320,"R",242893,"R",107538,"R",19989,"R",75620,"R",4927,"Z",0,"R",34819,"R",1373468,"R",583076,"R",72720,"R",490561,"R",31962,"Z",0,"R",195149,"R",975378,"R",267245,"R",57243,"R",321870,"R",20971,"Z",0,"R",308049,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"R",241046,"R",60191,"R",-1938978,"Z",0,"Z",0,"R",1637741,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5733931,"R",2785507,"R",468508,"Z",0,"R",126331,"R",0,"R",2353585,"R",6242312,"R",6432920,1
239716,"R",43663172,"R",114683338,"R",23340100,"R",46329976,"R",45013262,"R",91343238,"R",6568978,"R",61280295,"R",18888214,"Z",0,"R",45291948,"R",45281753,"R",0,"R",10195,"R",91333043,"R",0,"R",91343238,"R",861091,"R",404642,"R",1691478,"Z",0,"R",1487279,"R",11349574,"R",15794064,"R",13241495,"Z",0,"R",24705891,"Z",0,"Z",0,"Z",0,"R",1624188,"Z",0,"R",73635,"R",6983087,"Z",0,"R",-1379415,"R",976341,"R",10526263,"Z",0,"Z",0,"R",1781958,"R",45291948,"R",12946948,"R",7890873,"R",2444863,"R",68316,"R",693133,"R",114570,"R",1735193,"R",588974,"R",272817,"R",60095,"R",3107,"R",31531,"R",5212,"R",216212,"R",669097,"R",280806,"R",67828,"R",3531,"R",35821,"R",5921,"R",275190,"R",3831165,"R",1748346,"R",469336,"R",20216,"R",205106,"R",33902,"R",1354259,"R",4770558,"R",2677635,"R",791613,"R",25173,"R",255398,"R",42215,"R",978524,"R",11399674,"R",5479352,"R",2085285,"R",60152,"R",610296,"R",100877,"R",3063712,"R",11075337,"R",3492885,"R",1005671,"R",58441,"R",592933,"R",98007,"R",5827400,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",-238936,"Z",0,"Z",0,"R",238936,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",45281753,"R",21842714,"R",6924691,"Z",0,"R",2424218,"R",400704,"R",13689426,"R",43823673,"R",41869803,1
239743,"R",5605682,"R",8545064,"R",545046,"R",2581129,"R",5418889,"R",8000018,"R",1592,"R",846778,"R",3403636,"R",0,"R",7617422,"R",7911740,"R",0,"R",-294318,"R",7706726,"R",587610,"R",8000018,"R",419892,"R",501008,"R",431556,"R",0,"R",154400,"R",596517,"R",2103373,"R",750917,"R",22013,"R",5257295,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",658974,"R",861187,"R",222445,"R",0,"R",463814,"R",0,"R",0,"R",153707,"R",7617422,"R",3578199,"R",2607639,"R",290388,"Z",0,"Z",0,"Z",0,"R",680172,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",394013,"R",320573,"R",46990,"Z",0,"Z",0,"Z",0,"R",26450,"R",766929,"R",463500,"R",95699,"Z",0,"Z",0,"Z",0,"R",207730,"R",2534729,"R",671606,"R",100317,"R",609999,"R",197379,"Z",0,"R",955428,"R",637870,"R",209750,"R",31265,"Z",0,"Z",0,"Z",0,"R",396855,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"R",144546,"R",35772,"R",-609999,"Z",0,"Z",0,"R",429681,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7911740,"R",4417614,"R",600431,"Z",0,"R",197379,"Z",0,"R",2696316,"R",4707454,"R",4687794,1
240107,"R",12566931,"R",47652358,"R",14800143,"R",25383162,"R",7469053,"R",32852215,"R",3318278,"R",20303309,"R",21627840,"R",0,"R",26678826,"R",23491829,"R",0,"R",3186997,"R",29665218,"R",0,"R",32852215,"R",1609588,"R",656573,"R",1506402,"R",0,"R",424068,"R",6893129,"R",11089760,"R",6893129,"R",0,"R",20226130,"R",0,"R",0,"R",0,"R",626481,"R",0,"R",0,"R",1643105,"R",3267,"R",657413,"R",148442,"R",3223823,"R",0,"R",0,"R",150165,"R",26678826,"R",11350420,"R",6197028,"R",824186,"R",1350142,"Z",0,"Z",0,"R",2979064,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",276964,"R",135649,"R",25364,"R",111295,"Z",0,"Z",0,"R",4656,"R",1610714,"R",819923,"R",169816,"R",173746,"Z",0,"Z",0,"R",447229,"R",3156458,"R",1474076,"R",330622,"R",463242,"Z",0,"Z",0,"R",888518,"R",3062773,"R",1477942,"R",417580,"R",224061,"Z",0,"Z",0,"R",943190,"R",3610432,"R",435181,"R",75269,"R",1155145,"Z",0,"R",40531,"R",1904306,"R",424068,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",424068,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"R",701699,"R",220855,"R",-3477631,"R",1330548,"R",119570,"R",1104959,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",23491829,"R",11241498,"R",2063692,"Z",0,"R",1330548,"R",160101,"R",8695990,"R",10748573,"R",11606399,1
